,A,B,C,D,E,F,G,H
v2408,0.7,0.8,0.8,0.5,0.4,0.8,0.0,0.5
v2409,1.0,0.0,0.2,0.8,0.5,0.2,0.8,0.5
v2410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v2411,0.9,0.5,0.6,0.6,0.8,0.6,0.5,0.5
v2412,0.5,0.1,0.7,0.1,0.5,0.6,0.4,0.8
v2413,0.0,1.0,0.8,0.0,0.0,0.8,0.0,0.5
v2414,0.7,0.0,0.1,0.0,0.8,0.0,0.5,0.8
v2415,0.5,0.2,0.5,0.3,0.8,0.4,0.3,0.8
v2416,1.0,0.5,0.7,0.0,0.1,0.0,0.5,0.0
v2417,0.9,0.0,0.1,0.5,0.9,0.0,0.9,0.5
v2418,1.0,0.0,0.1,0.3,0.5,0.0,0.9,0.3
v2419,1.0,0.0,0.5,0.5,0.7,0.5,0.9,0.6
v2420,0.5,0.6,0.7,0.5,0.3,0.6,0.3,0.5
v2421,0.1,0.9,0.9,0.0,0.1,0.2,0.0,0.2
v2422,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
v2423,0.6,0.5,0.6,0.5,0.5,0.6,0.6,0.6
v2424,0.9,0.0,0.5,0.1,1.0,0.0,0.9,0.7
v2425,0.7,0.0,0.2,0.6,0.5,0.2,0.6,0.3
v2426,1.0,0.5,0.8,0.9,0.7,0.9,0.8,0.8
v2427,0.9,0.9,0.6,0.3,0.1,0.3,0.0,0.2
v2428,0.7,0.7,0.7,0.2,0.5,0.5,0.2,0.5
v2429,0.0,0.9,0.9,0.0,0.5,0.9,0.0,0.7
v2430,0.9,0.0,0.1,0.4,0.9,0.1,0.7,0.0
v2431,0.9,0.0,0.8,0.8,1.0,0.9,0.9,1.0
v2432,0.8,0.0,0.8,0.5,0.7,0.7,0.7,0.7
v2433,0.3,0.7,0.7,0.0,0.2,0.7,0.0,0.7
v2434,0.6,0.8,0.9,0.2,0.3,0.9,0.2,0.8
v2435,0.3,0.2,0.2,0.1,0.1,0.2,0.0,0.2
v2436,0.9,0.0,0.4,0.6,0.6,0.5,0.5,0.5
v2437,0.1,0.6,0.6,0.5,0.1,0.3,0.0,0.1
v2438,0.9,0.0,0.2,0.4,0.5,0.1,0.5,0.5
v2439,,1.0,,,,,,
v2440,0.8,0.0,0.3,0.5,0.6,0.2,0.9,0.1
v2441,0.9,0.0,,,0.7,0.0,0.8,0.1
v2442,0.1,0.7,1.0,0.5,0.3,0.5,0.0,0.5
v2443,0.9,0.0,0.0,0.6,0.5,0.0,0.9,0.2
v2444,0.9,0.6,0.7,0.5,0.8,0.6,0.6,0.8
v2445,0.8,0.0,0.0,0.9,0.5,0.1,0.7,0.5
v2446,0.8,0.0,0.1,1.0,0.4,0.1,0.9,0.2
v2447,0.4,0.0,0.7,0.0,1.0,0.0,0.0,0.3
v2448,0.8,0.0,0.2,0.4,0.8,0.2,0.8,0.2
v2449,0.0,1.0,0.9,0.0,0.0,0.5,0.0,0.5
v2450,0.7,0.0,0.3,0.4,0.8,0.2,0.9,0.4
v2451,1.0,0.0,0.8,0.5,1.0,0.8,0.7,0.5
v2452,0.9,0.1,0.6,0.6,0.8,0.3,0.6,0.6
v2453,0.0,0.9,0.9,0.0,0.0,0.9,0.0,0.6
v2454,0.2,1.0,0.2,0.8,0.2,0.2,0.1,0.2
v2455,0.0,1.0,1.0,0.1,0.0,1.0,0.0,0.5
v2456,0.0,1.0,0.8,0.0,0.7,0.0,0.0,0.5
v2457,0.9,0.0,0.0,1.0,0.6,0.0,0.9,0.4
v2458,0.0,0.7,1.0,0.0,0.3,1.0,0.0,0.5
v2459,0.9,0.0,0.1,0.8,0.5,0.0,0.1,0.0
v2460,0.5,0.3,0.5,0.3,0.1,0.3,0.0,0.1
v2461,0.5,0.5,0.7,0.4,0.7,0.5,0.4,0.6
v2462,1.0,0.0,0.2,1.0,0.5,0.2,1.0,0.2
v2463,0.7,0.0,1.0,0.0,0.7,0.0,0.5,0.2
v2464,0.9,0.1,0.8,0.6,0.8,0.5,0.5,0.6
v2465,0.8,0.2,0.5,0.6,0.6,0.4,0.6,0.5
v2466,0.5,1.0,0.8,0.1,0.1,0.8,0.0,0.6
v2467,0.0,1.0,0.8,0.7,0.4,1.0,0.0,0.5
v2468,1.0,0.0,0.3,0.2,0.8,0.2,0.5,0.5
v2469,0.8,0.0,0.8,0.0,0.9,0.6,0.1,0.7
v2470,0.7,0.6,0.9,0.4,0.8,0.8,0.4,0.8
v2471,0.0,1.0,0.8,0.2,0.0,0.8,0.0,0.3
v2472,0.5,0.0,0.9,0.0,0.8,0.5,0.0,0.9
v2473,0.1,0.0,0.7,0.1,0.9,0.1,0.4,0.8
v2474,0.7,0.8,0.7,0.7,0.4,0.4,0.3,0.4
v2475,0.5,0.6,0.7,0.2,0.7,1.0,0.7,0.2
v2476,0.2,1.0,0.9,0.0,0.0,0.8,0.0,0.8
v2477,1.0,0.0,0.2,0.2,0.6,0.0,0.8,0.2
v2478,1.0,0.0,0.4,0.9,0.7,0.1,0.8,0.5
v2479,0.4,0.9,0.8,0.3,0.2,,0.1,0.2
v2480,0.2,0.9,0.8,0.0,0.5,0.8,0.2,0.5
v2481,0.8,0.1,0.2,0.7,0.3,0.3,0.6,0.4
v2482,0.3,0.5,0.8,0.0,0.2,0.0,0.0,0.5
v2483,0.6,0.8,0.9,0.5,0.3,0.8,0.0,0.5
v2484,0.3,0.0,0.2,0.2,0.2,0.0,0.0,0.6
v2485,1.0,0.5,0.5,0.7,0.9,0.5,0.8,0.6
v2486,1.0,0.0,0.4,0.6,0.7,0.2,0.8,0.5
v2487,1.0,0.0,0.3,0.3,0.8,0.3,0.3,0.3
v2488,0.3,0.1,0.9,0.4,0.5,0.7,0.2,0.7
v2489,0.9,0.0,,,0.7,0.1,0.9,0.2
v2490,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
v2491,0.8,0.3,0.7,0.5,,0.5,0.6,0.5
v2492,1.0,0.0,0.3,0.8,0.7,0.6,0.7,0.7
v2493,0.9,0.0,0.6,1.0,0.7,0.0,0.0,0.0
v2494,0.0,1.0,0.6,0.0,0.0,0.7,0.0,0.0
v2495,0.1,1.0,0.8,0.0,0.0,0.7,0.0,0.5
v2496,0.4,0.0,0.5,0.3,0.6,0.5,0.3,0.7
v2497,0.8,0.0,0.5,0.3,0.9,0.3,0.7,0.7
v2498,,0.0,,,,,,
v2499,0.6,0.0,0.1,0.9,0.4,0.1,0.8,0.2
v2500,0.0,1.0,0.8,0.0,0.0,0.9,0.0,0.0
v2501,0.5,0.7,0.8,0.0,0.4,0.7,0.0,0.9
v2502,0.5,0.1,0.8,0.3,0.6,0.6,0.7,0.5
v2503,0.1,1.0,0.9,0.0,0.0,1.0,0.0,
v2504,0.9,0.2,0.3,0.7,0.8,0.3,0.7,0.3
v2505,0.8,0.0,0.0,0.7,0.9,0.0,0.6,0.5
v2506,0.0,0.0,0.0,0.5,0.0,0.0,0.6,0.0
v2507,0.9,0.9,0.9,0.0,0.5,0.4,0.0,0.0
v2508,0.9,0.0,0.2,0.2,0.5,0.0,0.1,0.4
v2509,0.6,0.8,0.8,0.0,0.0,0.8,0.0,0.6
v2510,0.6,0.3,0.8,0.2,0.3,0.6,0.5,0.8
v2511,1.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2
v2512,0.3,0.8,0.5,0.8,0.3,0.5,0.2,0.5
v2513,0.2,0.5,1.0,0.0,0.0,0.5,0.2,0.5
v2514,0.9,0.1,0.5,0.5,0.5,0.5,0.7,0.5
v2515,0.7,0.0,0.0,1.0,0.4,0.0,0.7,0.0
v2516,0.5,,0.9,0.0,0.7,0.8,,0.6
v2517,1.0,0.0,0.2,0.7,0.8,0.0,0.7,0.3
v2518,1.0,0.0,0.1,0.7,0.5,0.1,0.5,0.2
v2519,1.0,0.0,0.1,0.7,0.7,0.1,0.7,0.1
v2520,0.4,0.5,0.7,0.0,0.4,0.5,0.0,0.8
v2521,0.4,0.5,0.8,0.8,0.8,0.5,0.4,0.5
v2522,0.5,0.1,0.8,0.2,0.7,0.7,0.4,0.6
v2523,0.9,0.1,0.2,0.7,0.7,0.3,0.5,0.5
v2524,1.0,0.0,0.3,0.6,0.8,0.1,0.7,0.3
v2525,0.7,0.0,0.0,0.7,0.3,0.0,0.8,0.0
v2526,0.2,0.5,0.9,0.1,0.3,0.8,0.1,0.8
v2527,0.3,1.0,1.0,0.0,0.0,1.0,0.0,0.5
v2528,0.5,1.0,1.0,0.5,0.0,1.0,0.5,0.5
v2529,0.9,0.7,0.8,0.7,0.7,0.8,0.8,0.8
v2530,0.3,0.6,0.8,0.0,0.5,0.3,0.0,0.5
v2531,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v2532,0.2,0.6,1.0,0.5,0.2,0.3,0.0,0.5
v2533,0.9,0.1,0.5,0.3,0.5,0.4,0.5,0.5
v2534,1.0,0.0,0.2,0.8,0.8,0.1,1.0,0.5
v2535,,,,,,0.9,,
v2536,0.6,0.8,0.7,0.3,0.5,0.5,0.2,0.5
v2537,0.8,0.1,0.7,0.1,0.5,0.6,0.5,0.7
v2538,0.4,0.1,1.0,0.3,1.0,0.9,0.2,0.7
v2539,0.5,0.3,0.7,0.4,0.5,0.5,0.3,0.9
v2540,0.5,0.1,0.6,0.1,0.2,0.1,0.1,0.4
v2541,1.0,1.0,1.0,0.6,0.5,1.0,0.0,0.9
v2542,0.0,0.8,0.5,0.0,0.0,0.5,0.0,0.4
v2543,0.9,0.5,0.7,0.5,0.8,0.7,0.6,0.5
v2544,0.6,0.8,0.9,0.0,0.2,0.8,0.0,0.5
v2545,0.4,0.1,0.9,0.0,0.4,0.8,0.0,0.9
v2546,0.0,1.0,0.9,0.1,0.5,0.8,0.0,0.1
v2547,0.0,0.9,0.9,0.5,0.5,0.0,0.0,0.5
v2548,1.0,0.0,0.2,0.8,0.8,0.5,0.5,0.6
v2549,1.0,0.7,0.0,0.9,0.8,0.4,0.0,0.5
v2550,0.9,0.0,0.3,0.6,0.7,0.0,0.5,0.5
v2551,0.6,0.0,0.2,0.0,0.4,0.0,0.0,0.0
v2552,0.5,0.0,0.5,0.0,0.9,0.0,0.0,0.5
v2553,0.5,0.0,0.4,0.3,0.4,0.0,0.3,0.3
v2554,1.0,0.0,0.3,0.5,0.8,0.0,0.7,0.8
v2555,0.5,0.0,0.1,0.8,0.5,0.0,0.8,0.1
v2556,0.4,0.9,0.8,0.0,0.0,0.8,0.0,0.6
v2557,0.4,0.1,0.8,0.1,0.8,0.7,0.4,0.8
v2558,1.0,,,,,,,
v2559,0.7,0.8,0.9,0.1,0.1,0.1,0.1,0.1
v2560,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v2561,0.5,0.5,1.0,0.5,0.0,0.9,0.5,0.8
v2562,0.7,0.9,0.7,0.2,0.5,0.2,0.0,0.5
v2563,1.0,0.0,0.1,0.4,0.6,0.2,0.5,0.5
v2564,0.4,0.7,0.6,0.0,0.5,0.8,0.1,0.2
v2565,0.2,0.7,0.7,0.1,0.0,0.6,0.0,0.3
v2566,0.2,0.5,1.0,0.0,0.2,0.9,0.0,0.8
v2567,1.0,0.3,0.4,0.7,0.7,0.3,0.8,0.7
v2568,0.9,0.0,0.1,0.4,0.8,0.1,0.2,0.1
v2569,0.8,0.0,0.5,0.0,0.3,0.0,0.0,0.0
v2570,0.0,0.8,0.9,0.0,0.4,0.7,0.0,0.6
v2571,0.1,1.0,0.6,0.0,0.0,0.9,0.0,0.6
v2572,1.0,0.1,0.9,0.8,0.8,0.7,0.8,0.1
v2573,1.0,0.0,0.1,0.7,0.3,0.1,0.8,0.2
v2574,0.8,0.5,0.9,0.3,0.6,0.6,0.0,0.6
v2575,1.0,0.3,0.8,0.8,0.9,0.6,0.7,0.7
v2576,0.3,0.3,0.3,0.5,0.0,0.0,0.2,0.6
v2577,0.0,0.0,,0.0,1.0,0.5,0.0,0.9
v2578,0.5,1.0,0.9,0.3,0.0,0.9,0.0,0.7
v2579,0.5,0.9,0.9,0.2,0.4,0.8,0.0,0.4
v2580,0.7,0.4,0.6,0.5,0.0,1.0,0.0,0.7
v2581,0.6,0.0,0.0,0.8,0.0,0.0,0.6,0.0
v2582,1.0,0.0,0.0,0.6,0.5,0.0,0.2,0.5
v2583,0.8,0.0,0.1,1.0,0.3,0.0,0.9,0.2
v2584,0.8,0.9,0.8,0.0,0.1,0.2,0.0,0.6
v2585,0.7,0.0,0.0,1.0,0.6,0.0,0.7,0.0
v2586,,,,,0.9,,,1.0
v2587,0.8,0.6,0.3,0.6,0.3,0.2,0.3,0.4
v2588,0.8,0.4,0.6,0.6,0.9,0.8,0.8,0.7
v2589,0.8,0.0,0.5,0.5,0.5,0.3,0.8,0.7
v2590,0.9,0.5,0.2,0.9,0.2,0.2,0.5,0.3
v2591,1.0,0.8,0.9,0.4,0.7,0.5,0.4,0.5
v2592,0.3,0.2,0.6,0.0,0.7,0.7,0.0,0.7
v2593,0.7,0.0,0.1,0.9,0.1,0.0,0.9,0.2
v2594,0.7,0.8,0.7,0.8,0.5,0.7,0.4,0.9
v2595,0.8,0.1,0.7,0.5,0.5,0.2,0.6,0.4
v2596,0.2,0.9,1.0,0.6,0.2,0.7,0.0,0.6
v2597,0.7,0.8,0.2,0.7,0.5,0.0,0.0,0.2
v2598,0.6,0.3,0.7,0.5,0.5,0.5,0.4,0.5
v2599,0.1,0.5,0.8,0.0,0.1,0.5,0.0,0.5
v2600,0.4,0.8,0.9,0.1,0.1,0.8,0.1,0.9
v2601,0.3,0.9,0.8,0.1,0.4,0.7,0.0,0.3
v2602,0.5,0.5,0.5,0.0,,0.5,0.0,0.0
v2603,0.5,0.0,0.8,0.2,0.5,0.5,0.0,0.5
v2604,0.3,0.0,0.1,1.0,0.4,0.1,0.6,0.1
v2605,1.0,0.0,0.0,0.6,0.4,0.0,0.4,0.1
v2606,0.9,0.0,0.0,0.9,0.2,0.0,0.8,0.2
v2607,0.7,0.0,0.0,0.5,0.7,0.5,1.0,0.3
v2608,0.7,0.0,0.1,0.9,0.2,0.0,0.9,0.1
v2609,0.8,0.6,0.7,0.6,0.8,0.6,0.6,0.6
v2610,0.8,0.9,1.0,0.7,0.5,0.5,0.5,0.7
v2611,0.9,0.0,0.0,1.0,0.4,0.0,0.7,0.2
v2612,0.3,0.8,0.9,0.1,0.3,0.9,0.1,0.5
v2613,0.7,0.5,0.9,0.0,0.2,0.8,0.0,0.9
v2614,0.9,0.0,0.4,0.3,0.8,0.2,0.6,0.7
v2615,0.8,0.4,0.6,0.7,0.6,0.6,0.7,0.7
v2616,0.2,0.7,0.1,0.0,0.0,0.5,0.0,0.1
v2617,1.0,0.0,0.1,0.1,0.5,0.1,0.8,0.0
v2618,0.6,0.8,0.6,0.5,0.6,0.5,0.6,0.5
v2619,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8
v2620,0.9,0.1,0.3,0.3,0.3,0.3,0.7,0.3
v2621,0.5,0.2,0.7,0.1,0.1,0.7,0.0,0.9
v2622,0.4,0.4,0.6,0.0,0.3,0.3,0.0,0.4
v2623,0.7,0.5,0.5,0.5,0.5,0.5,0.8,0.5
v2624,0.2,0.7,0.9,0.0,0.0,0.8,0.0,0.8
v2625,0.2,1.0,0.5,0.1,,0.7,0.0,0.4
v2626,1.0,0.0,0.0,0.6,0.5,0.0,0.7,0.1
v2627,0.5,0.5,0.8,0.1,0.6,0.6,0.1,0.8
v2628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v2629,0.5,0.5,0.6,0.3,0.2,0.6,0.3,0.5
v2630,0.9,0.0,0.1,1.0,0.5,0.1,0.8,0.2
v2631,0.3,0.0,0.6,0.0,0.8,0.6,0.2,0.9
v2632,1.0,,,,,,,
v2633,0.8,0.0,0.2,0.8,0.6,0.0,0.8,0.3
v2634,1.0,0.0,0.3,0.9,0.5,0.1,0.6,0.2
v2635,0.9,0.0,0.2,,0.6,0.1,0.1,0.5
v2636,0.9,0.2,0.1,0.8,0.1,0.1,0.2,0.2
v2637,0.4,0.7,0.8,0.0,0.5,0.8,0.5,0.7
v2638,1.0,0.0,0.0,0.9,1.0,0.2,0.9,0.2
v2639,0.8,0.5,0.5,0.4,0.8,0.0,0.5,0.8
v2640,0.9,0.0,0.1,0.9,0.8,0.0,1.0,0.5
v2641,0.9,0.1,0.4,0.5,0.8,0.2,0.7,0.7
v2642,0.5,0.5,0.9,0.1,0.3,0.7,0.0,0.7
v2643,1.0,0.0,0.2,0.6,,0.5,0.0,0.5
v2644,0.9,0.6,0.8,0.1,0.7,0.7,0.3,0.6
v2645,0.8,0.0,0.3,0.4,0.7,0.1,0.8,0.4
v2646,0.6,0.1,0.9,0.1,0.6,0.6,0.0,0.9
v2647,0.8,0.0,0.3,0.3,0.7,0.0,0.2,0.3
v2648,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6
v2649,0.5,0.7,0.7,0.2,0.3,0.4,0.2,0.5
v2650,0.8,0.0,,,,0.0,,
v2651,0.9,0.2,0.6,0.8,0.8,0.6,0.6,0.6
v2652,0.9,0.0,0.6,0.2,0.9,0.2,0.3,0.6
v2653,1.0,0.0,0.4,0.1,1.0,0.0,0.7,0.5
v2654,0.2,0.0,0.9,0.0,0.3,0.7,0.3,1.0
v2655,1.0,0.5,0.5,0.8,0.8,0.5,0.9,0.5
